Lead Number,Prospect ID,Lead Origin,Lead Source,Do Not Email,Do Not Call,Converted,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Country,Specialization,What is your current occupation,What matters most to you in choosing a course,Search,Magazine,Newspaper Article,X Education Forums,Newspaper,Digital Advertisement,Through Recommendations,Receive More Updates About Our Courses,Tags,Lead Quality,Update me on Supply Chain Content,Get updates on DM Content,City,I agree to pay the amount through cheque,A free copy of Mastering The Interview,Last Notable Activity
641566,6ebbcea0-8fe9-433f-9372-bac440f7a0d4,Landing Page Submission,Google,No,No,0,7.0,338,2.33,Email Opened,India,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Thane & Outskirts,No,No,Email Opened
641547,e14ec4a1-bac1-4159-b474-6a038bd1ff7d,Landing Page Submission,Google,No,No,0,6.0,204,3.0,Page Visited on Website,India,Operations Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Page Visited on Website
641546,cb998f04-8bc4-404a-a547-75f320f98e5a,Landing Page Submission,Google,No,No,0,3.0,203,3.0,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,Not Sure,No,No,Thane & Outskirts,No,No,Email Opened
641545,7eaa2c93-4594-41ea-95df-1f76b247794b,API,Google,No,No,0,3.0,107,3.0,Email Opened,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Not Sure,No,No,Mumbai,No,No,Modified
641543,9a944bab-dd79-41e6-b09d-3653474ee8cd,Landing Page Submission,Google,No,No,0,4.0,221,4.0,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Email Opened
641523,e4ffd86d-576d-4141-b737-bc2369899d5d,API,Google,No,No,0,1.0,238,1.0,Converted to Lead,Sweden,Marketing Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Mumbai,No,No,Modified
641510,1e88ed63-b10c-4884-a970-8f6fc2d5ed56,API,Google,No,No,0,2.0,335,2.0,Olark Chat Conversation,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Not Sure,No,No,Mumbai,No,No,Modified
641507,f075d791-e8e8-4bb1-b728-cde02475e534,Landing Page Submission,Organic Search,No,No,1,5.0,1383,5.0,SMS Sent,India,Operations Management,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Other Cities,No,Yes,SMS Sent
641495,589c2db6-53d7-4022-8fdf-4d86fd432292,Landing Page Submission,Google,No,No,1,3.0,761,3.0,Email Opened,India,Healthcare Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Thane & Outskirts,No,No,Email Opened
641492,7e2e59c8-90a1-4750-9581-368f7da43f8e,API,Direct Traffic,No,No,0,2.0,303,2.0,Olark Chat Conversation,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Not Sure,No,No,Mumbai,No,No,Modified
641481,8a85ad71-ecd3-4e0a-ae0b-955e6cba13de,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Mumbai,No,No,SMS Sent
641478,7ea755a7-b96e-4f7e-b9a6-bc300ee6a32f,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Mumbai,No,No,SMS Sent
641471,853a4eda-6b40-4b78-b568-2745c79c555b,Landing Page Submission,Google,No,No,0,4.0,260,4.0,Unreachable,India,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Mumbai,No,No,Modified
641468,1a303efe-2343-4cba-8f20-0f0c6c45cc81,Lead Add Form,Welingak Website,Yes,No,1,0.0,0,0.0,Email Bounced,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Email Bounced
641467,f3dfabd6-1fd3-4127-a995-b39a70b61ac7,API,Google,No,No,0,2.0,738,2.0,Olark Chat Conversation,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Not Sure,No,No,Mumbai,No,No,Modified
641459,1b83f36c-540c-4ae6-9aa2-8a5830a1794f,Landing Page Submission,Google,No,No,0,6.0,212,6.0,Email Opened,India,Retail Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,High in Relevance,No,No,Mumbai,No,No,Email Opened
641455,7e5e87b6-5681-4db4-be93-2b552a152417,Landing Page Submission,Direct Traffic,No,No,0,3.0,60,3.0,Email Opened,United States,Human Resource Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Thane & Outskirts,No,Yes,Email Opened
641447,b6f9e995-91ec-4dd2-8a07-db7c80d015d6,API,Google,Yes,No,1,9.0,898,4.5,Email Bounced,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Email Bounced
641441,984edf60-b0d6-4909-afe5-201ace5ef839,Lead Add Form,Click2call,No,No,1,15.0,1108,3.0,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Thane & Outskirts,No,No,Email Opened
641424,87702bc3-ec57-495c-9029-3a4e895e1aca,Landing Page Submission,Google,No,No,0,4.0,355,4.0,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,Mumbai,No,No,Email Opened
641414,0cb30e55-42e9-486a-a4fa-4c900c6f3389,Landing Page Submission,Google,No,No,1,7.0,842,3.5,SMS Sent,India,Human Resource Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Mumbai,No,No,SMS Sent
641412,7cdaadc4-0d7f-4525-b8af-049f0e2379bc,API,Google,No,No,0,2.0,133,2.0,Olark Chat Conversation,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Not Sure,No,No,Mumbai,No,No,Modified
641410,f3af2d98-02db-45d7-bbf6-c641d6b4f4c3,API,Olark Chat,No,No,0,0.0,0,0.0,Email Opened,India,Marketing Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Mumbai,No,No,Email Opened
641405,d00c69eb-c067-4a40-b9ea-96c0bd450bdc,API,Olark Chat,No,No,0,0.0,0,0.0,Olark Chat Conversation,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Modified
641392,f43a6791-8904-41af-a48a-25b6f208713b,Landing Page Submission,Google,No,No,0,2.0,186,2.0,SMS Sent,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Might be,No,No,Mumbai,No,No,Modified
641386,2a0093e3-b06a-442a-8f20-3d3587edee57,API,Olark Chat,No,No,1,0.0,0,0.0,Email Opened,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Email Opened
641383,d338bbe4-ef5d-4a6e-9b02-9cec2bfb36cd,Landing Page Submission,Google,No,No,0,11.0,1187,11.0,SMS Sent,India,Human Resource Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Thane & Outskirts,No,No,Modified
641375,9e33ff1b-27ab-46bf-a94c-4789978c9ce8,API,Direct Traffic,No,No,0,5.0,48,1.67,Email Opened,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Email Opened
641366,c97187ac-4fc7-48a4-ad99-c45475ab17eb,Landing Page Submission,Google,No,No,1,11.0,1039,5.5,Email Opened,India,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,Not Sure,No,No,Tier II Cities,No,Yes,Email Opened
641349,670f10d8-d5db-4121-b27b-78bc20ce3d5e,API,Google,No,No,1,3.0,831,3.0,Email Opened,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Email Opened
641330,01c12238-de39-43d0-ac0f-af17854156e9,Landing Page Submission,Direct Traffic,No,No,0,3.0,977,3.0,Email Opened,India,Supply Chain Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Thane & Outskirts,No,Yes,Email Opened
641324,b6459518-c4b4-4a5b-aef6-1480b7f78286,Landing Page Submission,Google,No,No,1,4.0,612,4.0,SMS Sent,India,Human Resource Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,SMS Sent
641322,3372c73e-8af8-443c-89dc-1a7423bc2859,API,Google,No,No,1,3.0,170,1.5,SMS Sent,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,SMS Sent
641312,1dbb330c-3427-4672-b651-3ede9db1f849,API,Direct Traffic,No,No,1,6.0,1040,6.0,SMS Sent,India,Marketing Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Mumbai,No,No,Modified
641311,386e2c46-5e6c-4414-aca5-4f27c0fef5de,API,Olark Chat,No,No,1,0.0,0,0.0,SMS Sent,India,Operations Management,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Mumbai,No,No,Modified
641305,833855bf-a9f9-40f9-95b6-b89ef4ab482c,API,Organic Search,No,No,0,3.0,119,1.5,SMS Sent,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Modified
641291,f687e4f3-1d55-4083-ba1e-9b40501339df,Landing Page Submission,Organic Search,No,No,0,7.0,255,7.0,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Thane & Outskirts,No,Yes,Email Opened
641288,c89e2773-1d4b-4bb4-8361-bee120c418c0,Landing Page Submission,Direct Traffic,No,No,1,3.0,1061,3.0,Email Opened,India,IT Projects Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Thane & Outskirts,No,Yes,Email Opened
641275,8cb6d153-b70d-4def-b8e6-d247ab9f6161,Landing Page Submission,Google,No,No,1,3.0,1987,3.0,Email Opened,India,Retail Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Thane & Outskirts,No,No,Email Opened
641265,9baa348a-eb24-4690-b4ca-7d2954479123,Landing Page Submission,Google,No,No,0,6.0,307,6.0,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Mumbai,No,No,Email Opened
641258,2a2f4333-d3ce-4f85-9194-b5570d3c84ab,API,Organic Search,No,No,0,6.0,138,3.0,Page Visited on Website,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested  in full time MBA,Not Sure,No,No,Mumbai,No,No,Page Visited on Website
641257,516cd1cf-e3d1-40fa-8332-be9338e3fc5c,API,Google,No,No,0,2.0,169,2.0,Email Opened,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Email Opened
641251,b7f823da-9b4e-4609-96b8-5779298d0f03,API,Olark Chat,No,No,0,0.0,0,0.0,Olark Chat Conversation,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Modified
641250,19565e20-3607-491b-969d-71b40ddbc950,Landing Page Submission,Direct Traffic,No,No,1,2.0,1208,2.0,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,Low in Relevance,No,No,Thane & Outskirts,No,No,Modified
641248,1574a399-3a4b-4a48-9ff9-db87e8c53c75,Landing Page Submission,Google,No,No,0,8.0,157,2.0,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Email Opened
641228,a16ce3f5-b982-433b-a64d-eebec491e9ca,API,Olark Chat,No,No,1,0.0,0,0.0,Email Opened,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Email Opened
641227,ec616356-2379-4311-b28f-1ffc7825666a,Landing Page Submission,Google,No,No,0,9.0,171,9.0,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Thane & Outskirts,No,No,Email Opened
641213,cda4edfc-68bf-4765-907e-145169e91d3f,Landing Page Submission,Google,No,No,0,4.0,441,4.0,Olark Chat Conversation,India,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Mumbai,No,No,Modified
641212,1981022d-2da1-45d3-b03b-106843db73b3,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Mumbai,No,No,SMS Sent
641196,a7a75f1f-68a8-452f-a4b7-747029ada620,API,Olark Chat,No,No,1,0.0,0,0.0,Olark Chat Conversation,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Lost to EINS,Not Sure,No,No,Mumbai,No,No,Modified
641173,726565c6-64ad-40b9-a224-ef2a404c92e9,Landing Page Submission,Google,No,No,1,6.0,1830,3.0,SMS Sent,India,Media and Advertising,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Mumbai,No,No,SMS Sent
641170,c5e3534b-e56b-4e2b-9aac-27bc397f38ad,API,Google,No,No,1,2.0,1227,1.0,Email Opened,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Email Opened
641155,f7205529-0fc3-4b73-adc7-bf8c5f76dc2e,API,Olark Chat,No,No,0,0.0,0,0.0,Email Opened,India,Marketing Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested  in full time MBA,Worst,No,No,Mumbai,No,No,Email Opened
641149,75fc8040-bc0c-441f-96bc-42551f7d28bb,API,Google,No,No,0,3.0,275,3.0,Email Opened,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Email Opened
641144,67254b56-324a-4ac9-8dce-fd40d722008a,API,Google,No,No,0,2.0,94,2.0,Email Opened,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Not Sure,No,No,Mumbai,No,No,Email Opened
641140,39a024b1-3535-4ce5-aa18-81a80291bf3e,Landing Page Submission,Direct Traffic,No,No,0,4.0,51,4.0,Email Opened,India,Supply Chain Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Mumbai,No,Yes,Email Opened
641138,3167169d-7a0a-42b6-9e20-7819c81ae5e9,Landing Page Submission,Google,No,No,1,5.0,914,2.5,SMS Sent,India,International Business,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Mumbai,No,No,SMS Sent
641136,29ba6560-78b1-4fa5-922e-061e4f8ea3ab,API,Google,No,No,0,2.0,1410,1.0,Email Opened,India,Marketing Management,Other,Better Career Prospects,No,No,No,No,No,No,No,No,Graduation in progress,Not Sure,No,No,Mumbai,No,No,Modified
641129,4504380f-1932-41bb-833d-3dcb87b99fa2,API,Olark Chat,No,No,1,0.0,0,0.0,SMS Sent,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,SMS Sent
641124,de50fcfc-818b-46ec-afd3-8b1bebe2c82b,API,Google,No,No,0,3.0,38,1.5,Email Opened,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Not Sure,No,No,Mumbai,No,No,Modified
641118,fdb72c0d-49fd-489f-b635-321dbe6a93cb,Landing Page Submission,Google,No,No,0,5.0,431,2.5,Email Opened,India,Marketing Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Other Cities of Maharashtra,No,Yes,Email Opened
641113,6ba6e510-0cba-4b16-a292-2d83b62c0bfc,API,Olark Chat,No,No,0,0.0,0,0.0,Olark Chat Conversation,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Modified
641110,00fed49d-440c-411f-bfef-bc689f3e5c7e,Landing Page Submission,Google,No,No,0,4.0,61,4.0,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Email Opened
641108,95ed0529-da0e-42ef-aa1e-54b740aa5ed0,API,Olark Chat,No,No,0,0.0,0,0.0,Olark Chat Conversation,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Not Sure,No,No,Mumbai,No,No,Modified
641106,32fd9f0e-0123-491e-a3db-b47d5ab4e2a8,API,Olark Chat,No,No,1,0.0,0,0.0,SMS Sent,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,SMS Sent
641097,c4f2ccdd-045c-4b4e-a860-dfce1012b1c3,API,Google,No,No,0,3.0,1222,1.5,Olark Chat Conversation,India,Marketing Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested  in full time MBA,Might be,No,No,Mumbai,No,No,Modified
641093,f046b768-ccd9-480a-87e0-14d3bd4ae0fd,Landing Page Submission,Direct Traffic,No,No,1,9.0,747,9.0,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Thane & Outskirts,No,No,Email Opened
641091,d1293b76-4ed1-43be-97ff-63cb3fe66489,Landing Page Submission,Direct Traffic,No,No,1,2.0,33,2.0,Email Opened,India,International Business,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,Not Sure,No,No,Mumbai,No,Yes,Modified
641084,673492fa-928c-423f-90f7-317f35973663,API,Olark Chat,No,No,0,0.0,0,0.0,Email Opened,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Not Sure,No,No,Mumbai,No,No,Email Opened
641082,26fa3c57-3b92-4fbf-91bc-7501236172c9,Landing Page Submission,Google,No,No,0,8.0,100,2.67,SMS Sent,India,Operations Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Modified
641072,1522d9a2-5a37-44fe-baf1-540ce0bd0c4c,API,Olark Chat,No,No,0,0.0,0,0.0,Email Opened,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Not Sure,No,No,Mumbai,No,No,Modified
641066,5df2711c-0bb6-4776-b376-870acf509b63,API,Olark Chat,Yes,No,0,0.0,0,0.0,Olark Chat Conversation,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Modified
641062,65979174-21ab-4ff7-a306-2550fe7276f8,API,Google,No,No,0,2.0,84,1.0,Olark Chat Conversation,India,Others,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Mumbai,No,No,Olark Chat Conversation
641056,293f26f2-bf37-4615-899a-b94ef4176f78,Landing Page Submission,Google,No,No,0,3.0,255,3.0,Email Opened,India,Marketing Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Mumbai,No,No,Modified
641053,fad41d0e-9682-479a-a6f7-e36bfe2119ce,API,Direct Traffic,No,No,1,5.0,1885,1.67,SMS Sent,India,Rural and Agribusiness,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,SMS Sent
641040,c2b1a2de-99f2-4483-a057-1f99dbb78790,API,Google,No,No,0,2.0,41,2.0,Email Opened,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested  in full time MBA,Not Sure,No,No,Mumbai,No,No,Email Opened
641037,2f2ce7fe-904b-4426-b495-4d0c25513f12,Landing Page Submission,Google,No,No,1,5.0,866,5.0,SMS Sent,India,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Mumbai,No,No,SMS Sent
641025,de3089d8-f8d8-48e5-94eb-868f44f9eff7,API,Olark Chat,No,No,1,0.0,0,0.0,Email Opened,India,Supply Chain Management,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Mumbai,No,No,Email Opened
